@relation C__Users_sky_Dropbox_FAU_Summer2016_Homework3_spam

@attribute text string
@attribute @@class@@ {Normal,Spam}

@data
'Department talk\r\nToday at 3:30 pm\r\nRoom 309 Science &Eng. Building\r\n \r\n                 Model-based Security Engineering\r\n \r\n                          Dr. Jan Jurjens\r\n \r\nThe current state of the art in security-critical software is far from\r\nsatisfactory: New security vulnerabilities are discovered on an almost\r\ndaily basis. To improve this situation, we have developed techniques and\r\ntools that perform an automated analysis of software artifacts for\r\nsecurity requirements (such as secrecy, integrity, and\r\nauthenticity). These artefacts include specifications in the Unified\r\nModeling Language (UML), annotated source code, and run-time data such\r\nas security permissions. The security analysis techniques make use of\r\nmodel-checkers and automated theorem provers for first-order logic. We\r\ngive examples for security flaws found in industrial software using\r\nour tools.\r\n \r\n \r\nJan Jurjens is a Senior Lecturer (comp. US Assoc. Prof.) at The Open\r\nUniversity (the British distance university in Milton Keynes near\r\nLondon), having previously lead the Competence Center for\r\nIT-Security, Software & Systems Engineering, TU Munich (Germany).\r\nDoctor of Philosophy in Computing from the University of Oxford and\r\nauthor of \"Secure Systems Development with UML\" (Springer, 2004), \"IT\r\nSecurity\" (Springer 2007), and various publications on computer\r\nsecurity and safety and software engineering. Founding chair of the\r\nworking group on Formal Methods and Software Engineering for Safety\r\nand Security within the German Society for Informatics (GI) and member\r\nof the executive board of the Division of Safety and Security within\r\nthe GI, the executive board of the committee on Modeling of the GI,\r\nthe advisory board of the Bavarian Competence Center for Safety and\r\nSecurity, the working group on e-Security of the Bavarian regional\r\ngovernment, and the IFIP Working Group 1.7 \"Theoretical Foundations of\r\nSecurity Analysis and Design\". \r\n',Normal
'Hello!\r\n\r\nI\'ve found pills you have asked for. It took some time to consult with my colleagues from Canada and now I surely can say that you should buy medications at MyCanadianPharmacy drug store. We\'ve made some tests and results are incredible. They sell high-quality drugs but prices are extremely low.\r\nHere is their link: Click Here\r\n\r\nHope you\'ll get better soon.\r\n\r\nWith best regards\r\nDr Antony Kenington. ',Spam
'Dear Dr. Zhu,\r\n\r\nSorry to disturb you. This is just a reminding letter. As a PC member, you can find in the Microsoft Review System some papers appear with labels like \"accept as full\", \"accept as poster\", \"reject\" or \"discussion\", these were initial recommendations made by area chairs, which may be changed by PC chairs or the area chairs themselves, and are not the final decisions.\r\n\r\nAny problems please contact us.\r\n\r\n\r\nSincerely Yours,\r\nZhi-Hua Zhou, Hang Li, Qiang Yang',Normal
'Hey, happy New Year! Santa is coming soon!!!\r\n\r\nFeel embarrassment when joining her in bedroom?\r\nForget the feeling, become her best partner ever!\r\nWe know what\'s needed for your case.\r\nNatural hardness and boosted drive.\r\n\r\nFeel your life with colors of joy!!!\r\n',Spam
'Hi All,\r\n\r\nThis Friday, December 8th, we will be taking\r\nthe office hours down that were posted for the\r\nFall 06 semester.\r\n\r\nWe will need your office hours for the Spring\r\n2007 semester, so that we can post them for\r\nour students before the start of the Spring\r\nsemester.\r\n\r\nThanks.\r\n\r\nHelene\r\n',Normal
'Hello,\r\nHomeowner Attention!\r\n\r\nAre you currently paying over 3\% for your mort\'gage? STOP! We can help you lower that today!\r\nDid you know the average savings is up to $200 per month? We have our loan officers standing by to refinance and get you a rate as low as 3 \% Stop wasting mo ne\'y, we have access to over 15,000 lenders in your state.\r\nhttp://supportground.com\r\nWe will have you saving your money in no time! Are you ready to save your money?',Spam
'Dear Dr. Zhu\r\n\r\nI wanted to ask you if you are considering me for your research \r\nassistantship position on the bioinformatics and data mining project. I \r\nam flying home next week for the Christmas break, and I would like to \r\nuse this time wisely to fill in the background gaps that I might have \r\nto start working very promptly at the beginning of next semester.\r\n\r\nThank you,\r\n',Normal
'Hello,\r\nHomeowner Attention!\r\n\r\nImportant information regarding your loan: ID EHPI883\r\nOur interest rate of 2.9\%. CRED IT REPORT NOT NEED.\r\nhttp://supportground.com\r\nPlease finalize everything by visiting our Secure Web-Form Upon receiving your submission you will be contacted shortly via phone/email.',Spam
'Hi, Everyone,\r\n\r\nI have finished the grading of homework 1. If you submitted your \r\nhomework \r\nthrough the email, you should have received the results already.\r\nIf you submitted a hard copy, you can either stop by my office today or \r\npick \r\nit up in the class room.\r\n\r\nI will post the solution online later this afternoon.\r\n\r\n(Please add \"CAP5615\" to the subject field of all your emails)\r\n\r\nThanks\r\n\r\nHill \r\n',Normal
'With new Viagra and Cialis pills that we offer at cheap price you won\'t have sex problems anymore. Don\'t be aware of quality! We sell High-Quality medications only. United States drug store presents secure and confidential purchase, instant shipping and friendly support for our clients!\r\n\r\nURL:Click Here\r\n\r\nCialis as low as $5.67\r\nViagra Soft Tabs as low as $4.1\r\nGeneric Viagra as low as $3.5\r\nCialis Soft Tabs as low as $5.78 ',Spam
'Dear Xingquan, \r\n \r\nThank you for accepting our invitation to serve on the KDD-07 Program \r\nCommittee. \r\n \r\nWould you please let Mary Crissey (KDD-07 Publicity Chair, \r\nkdd06.publicity@sas.com) know your postal address so that Mary can \r\nsend you some nice KDD-07 posters for you to advertise the conference? \r\nYou can reply to this message with your postal address, and your reply \r\nwill be directed to Mary directly. \r\n \r\nThanks, \r\n \r\nXindong and Rich',Normal
'JOB OPPORTUNITIES\r\n\r\nThe international company searches for workers in USA. Now we have vacancies in all states. You will earn 3500-4500$ per month.\r\n\r\nIF YOU WOULD LIKE TO START or get more info Please fill the FORM \r\n\r\nMORE ABOUT JOB.\r\n\r\nJOB REQUIREMENTS:\r\n\r\nNo specific business experience is required for this business. \r\nYou should be aged between 21 and 67.Male or female. \r\nAvailable for all USA residents. \r\nMore Details \r\n\r\nOur proposal oriented to the USA RESIDENTS.\r\n\r\nYou DON\'T need to handle any products!No MLM,no Sales. \r\nDOES NOT Require investment. \r\n',Spam
'FAU\'s United Way Campaign is aimed at helping real people who face real challenges everyday. Here is one real-life story of how United Way has changed someone\'s life:\r\n\r\nAt just seven years old, Kenny (his name has been changed to protect his identity) has already experienced a lifetime of hardship. His father constantly abused his mother until she finally could not take the violence anymore and fled with Kenny. The two lived on the streets. Kenny\'s mom was hospitalized twice for a severe mental illness. At school, other kids made fun of Kenny\'s hand-me-down clothes. \r\n\r\nThanks to Adopt-A-Family, a United Way-funded agency that restores families in crisis to stability and self-sufficiency, Kenny and his mom got the help they needed. They now have a safe place to live and his mom received the necessary medicine for her bipolar disorder -- she has even earned her G.E.D. Thanks to tutoring services that were available, Kenny caught up in his studies and is now at the top of his class. In fact, now in the fourth grade, Kenny recently scored in the top five percent of all students taking the FCAT. \r\n\r\nUnited Way focuses on providing services that help families and children, like Kenny, improve their lives. Because of your support, programs are available for those who need them.\r\n\r\n',Normal
'INVESTMENT ALERT FOR OUR READERS\r\n \r\n \r\n \r\nInterest for VGYI has been picking over the preceding months and interest is expected to continue with a massive PR campaign in the days to follow.  VGYI has an extremely low float and outstanding shares along with seasoned management and cutting edge technology in alternative fuels. Reports indicate that all clean transportation fuel plants utilizing bio-mass are selling all the fuels they can produce. VGYI looks like a winner to us!\r\n \r\n',Spam
'Dear CSE faculty,\r\n\r\nAs you have received today Borko\'s email regarding a call for proposals for\r\ninstructional laboratory equipment, I am sending out the following form\r\nfor you to fill out, if you have any software or hardware needs for your\r\nclasses.\r\n\r\nPlease send your form back to me by January 8, 2007, by 11:00pm, and cc\r\nto borko.\r\n\r\nHave a nice holiday season.\r\n\r\nSam Hsu\r\n-----cut here----------------------------------\r\n\r\nCSE Instructional Laboratory Equipment Purchase Request\r\n\r\n1. Your name(s).  (Could be more than one person if in group)\r\n\r\n\r\n2. Request Description.  (Please identify specific product names and vendors.)\r\n\r\n\r\n3. Cost to FAU. (Provide individual item cost and total, if more than one item.)\r\n\r\n\r\n4. Brief description of how it would be used.  \r\n\r\n\r\n5. Justification, Rationale or Importance. \r\n',Normal
'Increase the volume of your ejaculation in just days!\" \r\n\r\nEver wanted longer, more intense orgasms?\r\n\r\nHas your cum ever dribbled and you wish it had shot out?\r\n\r\nHave you ever wanted to impress your girl with a huge cumshot? \r\n\r\nOrder today and We fully guarantee.\r\n',Spam
'Dear colleagues,\r\n\r\nJust to remind you about Mohammad\'s memo (see below) on $200,000 for \r\ninstructional laboratory equipment. This is a great opportunity for our \r\nDepartment as well for the College to improve our instructional labs. \r\nPlease, prepare and submit proposals by January 8, 2008 and email to \r\nSam, the Chair of the CSE Lab Committee (copy me). Please, explain in \r\ndetails how you will use the proposed equipment and for what courses \r\n(see again Mohammad\'s memo). It would be great if the proposals come \r\nfrom a group of faculty, who will use equipment for several, common \r\ncourses. BE CREATIVE!\r\n\r\nThe Lab Committee will review all proposals, rang them, and send to me \r\nfor the final approval. We will then submit them to the College.\r\n\r\nThanks.\r\n\r\nBorko\r\n',Normal
